,w5_p_outcome,w5_hhid,pid,w5_p_proxyassent,w5_p_intrv_d,w5_p_intrv_m,w5_p_intrv_y,w5_p_intrv_c,w5_p_refexpl,w5_p_refexpl_o,w5_p_refint,w5_p_refgen,w5_p_refage,w5_p_respid,w5_p_resprox,w5_p_resprox_o,w5_p_sample,w5_p_duration,w5_p_dob_m,w5_p_dob_y,w5_p_gen,w5_p_popgrp,w5_p_popgrp_o,w5_p_parhpid,w5_p_mar,w5_p_mary_m,w5_p_mary_l,w5_p_evmar,w5_p_curmarst,w5_p_timewid,w5_p_timediv,w5_p_lng,w5_p_lng_o,w5_p_slpw,w5_p_slpm,w5_p_lvevoth,w5_p_brnprov,w5_p_brnprov_flg,w5_p_brndc_2001,w5_p_brndc_2001_flg,w5_p_brndc_2011,w5_p_brndc_2011_flg,w5_p_brncc,w5_p_brncc_flg,w5_p_lv94prov,w5_p_lv94prov_flg,w5_p_lv15prov,w5_p_lv15prov_flg,w5_p_moveyr,w5_p_lvbfprov,w5_p_lvbfdc_2001,w5_p_lvbfdc_2011,w5_p_lvbfcc,w5_p_emactcur,w5_p_emactcur_o,w5_p_em1occ_isco_c,w5_p_em1prod_c,w5_p_em1inc_brac1,w5_p_em1inc_brac2,w5_p_em1inc_brac3,w5_p_em1inc_brac4,w5_p_em1inc_brac5,w5_p_em1inc_brac6,w5_p_em1inc_cat,w5_p_incgovpen,w5_p_incgovpen_v,w5_p_incdis,w5_p_incdis_v,w5_p_incchld,w5_p_incchld_v,w5_p_incfos,w5_p_incfos_v,w5_p_inccare,w5_p_inccare_v,w5_p_incaid,w5_p_incaid_v,w5_p_incwar,w5_p_incwar_v,w5_p_incuif,w5_p_incuif_v,w5_p_incwc,w5_p_incwc_v,w5_p_incpfnd,w5_p_incpfnd_v,w5_p_incret,w5_p_incret_v,w5_p_incretp,w5_p_incretp_v,w5_p_incrnt,w5_p_incrnt_v,w5_p_incint,w5_p_incint_v,w5_p_incretr,w5_p_incretr_v,w5_p_incinh,w5_p_incinh_v,w5_p_inclob,w5_p_inclob_v,w5_p_incgif,w5_p_incgif_v,w5_p_incloan,w5_p_incloan_v,w5_p_incsale,w5_p_incsale_v,w5_p_inco,w5_p_inco_o,w5_p_inco_v,w5_p_grcur,w5_p_grcurtyp,w5_p_grcurecpid,w5_p_grcurecrel,w5_p_edschgrd,w5_p_edschgrd_flg,w5_p_edschgrd_o,w5_p_edschyr,w5_p_edschyr_flg,w5_p_edschage,w5_p_edter,w5_p_edter_flg,w5_p_edterlev,w5_p_edterlev_o,w5_p_edteryr,w5_p_ed17cur,w5_p_ed17curatt,w5_p_ed17curlev,w5_p_ed17curlev_o,w5_p_ed17cursub,w5_p_ed17cursub_o,w5_p_ed17curmat,w5_p_ed17wdex,w5_p_hldes,w5_p_hltb,w5_p_hlbp,w5_p_hldia,w5_p_hlstrk,w5_p_hlast,w5_p_hlhrt,w5_p_hlcan,w5_p_hlser,w5_p_hlser1,w5_p_hlser2,w5_p_hlser3,w5_p_hlser4,w5_p_hlser_o,w5_p_hlvisaid,w5_p_hlhraid,w5_p_intlng1,w5_p_intlng2,w5_p_intlng3,w5_p_intlng4,w5_p_intresp,w5_p_intrespact,w5_p_intresphear,w5_p_intrespque,w5_p_intresppid1,w5_p_intresppid2,w5_p_intresppid3,w5_p_intrvinfo
1450,Successfully Interviewed,510265,663525,Yes,17th,October,2017.0,16,,,,,,650506.0,Away on business/for work,,2017 sample,8.0,August,1990.0,Female,White,,644936.0,Formally married,7.0,,,,,,English,,7 Nights,30 Nights,Yes,Western Cape,Surveyed,City Of Cape Town Metropolitan Municipality,Surveyed,City of Cape Town (CPT),Surveyed,,,Eastern Cape,Surveyed,Eastern Cape,Surveyed,1991.0,Eastern Cape,Nelson Mandela Metropolitan Municipality,Nelson Mandela Bay (NMA),,Working for pay,,Technicians and associate professionals,"Financial intermediation, insurance, real estate and business services",Refused,,,,,,Refused,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2008.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,Yes,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1451,Successfully Interviewed,510266,629969,Yes,2nd,November,2017.0,141,,,,,,639889.0,Temporarily away from home for other reasons  (specify),She Received A Call To Atend An Emergency Outside Town,2017 sample,13.0,June,1956.0,Female,White,,639889.0,Formally married,40.0,,,,,,Afrikaans,,7 Nights,30 Nights,Yes,Gauteng,Surveyed,City Of Tshwane Metropolitan Municipality,Surveyed,City of Tshwane (TSH),Surveyed,,,Mpumalanga,Surveyed,Mpumalanga,Surveyed,1982.0,Mpumalanga,Govan Mbeki Municipality,Gert Sibande (DC30),,Working for pay,,Technicians and associate professionals,"Community, social and personal services",Refused,,,,,,Refused,No,,No,,No,,No,,No,,No,,No,,No,,Refused,,Yes,Refused,Yes,Refused,No,,Yes,Refused,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1973.0,Surveyed,,Yes,Surveyed,Bachelors Degree,,1977.0,,,,,,,,,Very good,No,No,No,No,No,No,Yes,No,,,,,,Yes,No,Afrikaans,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1452,Successfully Interviewed,510267,719808,Yes,16th,May,2017.0,127,,,,,,301246.0,Deaf or has speech problems,,2008 sample,7.0,Don't know,1958.0,Female,African,,"No, spouse or partner is deceased",,,,,,Don't know,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,Yes,No,No,No,No,No,No,,,,,,No,No,Setswana,English,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Very good
1453,Successfully Interviewed,510267,740186,Yes,16th,May,2017.0,127,,,,,,301246.0,Deaf or has speech problems,,2008 sample,6.0,April,1957.0,Female,African,,708280.0,Formally married,40.0,,,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,Yes,No,Setswana,English,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Very good
1454,Successfully Interviewed,510268,318801,Yes,19th,August,2017.0,67,,,,,,318802.0,Away on business/for work,,2008 sample,7.0,October,1990.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,"Plant and machine operators, and assemblers","Transport, storage and communication",About equal to,,,,,,"R3,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2010.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Neither hostile nor friendly,Somewhat attentive,No other person within hearing range at any time,Yes,409153.0,,,Very good
1455,Successfully Interviewed,510273,628498,Yes,22nd,September,2017.0,73,,,,,,603787.0,Refused but allowed a proxy,Typing Error,2017 sample,6.0,January,1980.0,Female,Other (specify),-3,603787.0,Formally married,13.0,,,,,,Other (specify),Somalian,7 Nights,30 Nights,Yes,Outside RSA,Surveyed,,,,,Somalia,Surveyed,Outside RSA,Surveyed,Outside RSA,Surveyed,2008.0,Outside RSA,,,Somalia,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1456,Successfully Interviewed,510279,675642,Yes,29th,September,2017.0,27,,,,,,670739.0,Away on business/for work,,2017 sample,23.0,July,1970.0,Male,Asian/Indian,,"No, no spouse or partner",,,,Yes,Divorced or separated,,3.0,English,,7 Nights,30 Nights,Yes,KwaZulu-Natal,Surveyed,Ethekwini Municipality,Surveyed,eThekwini (ETH),Surveyed,,,KwaZulu-Natal,Surveyed,KwaZulu-Natal,Surveyed,Don't know,KwaZulu-Natal,Ethekwini Municipality,eThekwini (ETH),,Working for pay,,Dont know,Manufacturing,Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,20.0,No,Surveyed,,,,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Good
1457,Successfully Interviewed,510292,303591,Yes,9th,March,2017.0,115,,,,,,303597.0,Temporarily away from home for other reasons  (specify),Went To Visite The Reletive,2008 sample,19.0,January,1981.0,Male,African,,303597.0,Formally married,15.0,,,,,,Sesotho,,3 Nights,25 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 9 (Std. 7/Form 2),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Sesotho,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1458,Successfully Interviewed,510296,323447,Yes,10th,October,2017.0,105,,,,,,323448.0,Away on business/for work,,2008 sample,45.0,November,1979.0,Female,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Technicians and associate professionals,"Financial intermediation, insurance, real estate and business services",More than,,Don't know,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,18.0,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Very good
1459,Successfully Interviewed,510298,403438,Yes,26th,June,2017.0,127,,,,,,310998.0,Temporarily away from home for other reasons  (specify),"The Respondent Visited Other Familyin Free State And Will On Be Available When The School Opens,So She Agreed A Proxy",2008 sample,7.0,March,1998.0,Female,African,,"No, no spouse or partner",,,,No,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Setswana,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
1460,Successfully Interviewed,510302,321177,Yes,14th,November,2017.0,107,,,,,,319800.0,Temporarily away from home for other reasons  (specify),Away From Home,2008 sample,27.0,February,1963.0,Male,White,,319800.0,Formally married,22.0,,,,,,English,,7 Nights,31 Nights,Don't know,,,,,,,,,,,,,,,,,,Working for pay,,Dont know,Missing,Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1982.0,Surveyed,,Yes,Surveyed,Diploma requiring Grade 12/Std. 10,,Don't know,,,,,,,,,Excellent,No,Yes,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1461,Successfully Interviewed,510320,409969,Yes,27th,July,2017.0,81,,,,,,316415.0,Studying away from home,,2008 sample,8.0,October,1998.0,Male,African,,721970.0,Living together,,2.0,No,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Homemaker (looking after children/others/home),,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1462,Successfully Interviewed,510320,409970,Yes,27th,July,2017.0,81,,,,,,316415.0,Studying away from home,,2008 sample,7.0,November,2001.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Yes,Child support grant,316415.0,Father or mother,Grade 9 (Std. 7/Form 2),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Grade 10 (Std. 8/Form 3),,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1463,Successfully Interviewed,510320,409971,Yes,27th,July,2017.0,81,,,,,,316415.0,Studying away from home,,2008 sample,8.0,February,1996.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1464,Successfully Interviewed,510320,721970,Yes,30th,July,2017.0,81,,,,,,316415.0,Away on business/for work,,2008 sample,13.0,February,1962.0,Male,African,,316415.0,Formally married,29.0,,,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Elementary occupations,"Community, social and personal services",About equal to,,,,,,"R3,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1465,Successfully Interviewed,510321,617321,Yes,8th,December,2017.0,129,,,,,,681118.0,Temporarily unwell,,2017 sample,-3.0,January,1956.0,Male,White,,681118.0,Formally married,42.0,,,,,,English,,7 Nights,30 Nights,Yes,Free State,Surveyed,Lejweleputswa District Municipality,Surveyed,Lejweleputswa (DC18),Surveyed,,,KwaZulu-Natal,Surveyed,KwaZulu-Natal,Surveyed,1989.0,KwaZulu-Natal,Ethekwini Municipality,eThekwini (ETH),,Working for pay,,Missing,"Transport, storage and communication",Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1973.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1466,Successfully Interviewed,510323,656756,Yes,3rd,December,2017.0,129,,,,,,667148.0,Temporarily away from home for other reasons  (specify),Temporary Away Till The Team Has Left.,2017 sample,6.0,March,1993.0,Female,Asian/Indian,,"No, no spouse or partner",,,,No,,,,English,,3 Nights,25 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,Yes,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1467,Successfully Interviewed,510338,782186,Yes,13th,October,2017.0,117,,,,,,322623.0,On holiday,,2008 sample,10.0,August,1943.0,Male,Coloured,,322623.0,Living together,,Less than 1 year,Yes,Widow/Widower,7.0,,Afrikaans,,6 Nights,29 Nights,No,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Good
1468,Successfully Interviewed,510340,321591,Yes,16th,August,2017.0,75,,,,,,321589.0,Away on business/for work,,2008 sample,8.0,May,1991.0,Male,Coloured,,712263.0,Not living together,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Service and sales workers,Wholesale and Retail trade; repair etc;hotels and restaurants,More than,,About equal to,,,,"R6,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2008.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1469,Successfully Interviewed,510340,410873,Yes,16th,August,2017.0,75,,,,,,321589.0,Away on business/for work,,2008 sample,8.0,March,1994.0,Male,Coloured,,"No, partner not part of this household",,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,His Getting Money From The Learnership.,1800.0,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2012.0,Surveyed,,No,Surveyed,,,,Yes,,Certificate requiring Grade 12/Std. 10,,Don't know,,Don't know,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1470,Successfully Interviewed,510340,582175,Yes,16th,August,2017.0,75,,,,,,321589.0,Away on business/for work,,2008 sample,9.0,October,1967.0,Male,Coloured,,321589.0,Formally married,26.0,,,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,"Plant and machine operators, and assemblers","Transport, storage and communication",More than,,About equal to,,,,"R6,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,Don't know,Yes,Surveyed,Certificate requiring Grade 12/Std. 10,,Don't know,,,,,,,,,Good,No,Yes,No,No,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1471,Successfully Interviewed,510341,323961,Yes,2nd,March,2017.0,73,,,,,,323955.0,Permanently too unwell or disabled,,2008 sample,33.0,October,1961.0,Male,Coloured,,323955.0,Formally married,12.0,,,,,,Afrikaans,,7 Nights,30 Nights,Yes,Northern Cape,Response from historical data,Siyanda District Municipality,Response from historical data,Siyanda (DC8),Response from historical data,,,Northern Cape,Surveyed,Missing,Derived,2000.0,Northern Cape,Siyanda District Municipality,Siyanda (DC8),,Long term sick or disabled,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,4500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1979.0,Surveyed,,Yes,Surveyed,Bachelors Degree,,1983.0,,,,,,,,,Poor,No,Yes,Yes,No,No,No,No,Yes,Physically handicapped,"Problems with sight, hearing or speech",Other,,The Respondent Is Also Physically Shaking...,No,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1472,Successfully Interviewed,510341,412383,Yes,2nd,March,2017.0,73,,,,,,323955.0,Deaf or has speech problems,,2008 sample,16.0,May,1993.0,Female,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,30 Nights,Yes,Northern Cape,Response from historical data,Siyanda District Municipality,Response from historical data,Siyanda (DC8),Response from historical data,,,Northern Cape,Response from historical data,Missing,Derived,2013.0,Western Cape,City Of Cape Town Metropolitan Municipality,City of Cape Town (CPT),,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,Yes,1500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2013.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",,,,,Yes,Yes,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1473,Successfully Interviewed,510344,491192,Yes,17th,July,2017.0,17,,,,,,324508.0,Studying away from home,,2008 sample,24.0,November,1994.0,Female,White,,"No, no spouse or partner",,,,No,,,,English,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2012.0,Surveyed,,No,Surveyed,,,,Yes,,Bachelors Degree,,Medical services (incl. dentistry),,"Yes, with matric exemption",,Excellent,No,No,No,No,No,No,No,No,,,,,,Yes,No,Afrikaans,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1474,Successfully Interviewed,510348,403913,Yes,24th,November,2017.0,9,,,,,,321398.0,Temporarily unwell,,2008 sample,7.0,September,1996.0,Male,Coloured,,"No, no spouse or partner",,,,No,,,,English,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,2014.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Fair,No,No,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1475,Successfully Interviewed,510363,501792,Yes,31st,August,2017.0,135,,,,,,776848.0,"In an institution (e.g. hospital, prison)",,2008 sample,8.0,January,1942.0,Male,African,,770349.0,Formally married,40.0,,,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Good,No,Yes,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,Yes,770349.0,776848.0,,Very good
1476,Successfully Interviewed,510367,501816,Yes,25th,February,2017.0,32,,,,,,314384.0,"In an institution (e.g. hospital, prison)",,2008 sample,12.0,May,1979.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 9 (Std. 7/Form 2),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,IsiZulu,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
1477,Successfully Interviewed,510385,727881,Yes,9th,August,2017.0,138,,,,,,790057.0,Temporarily unwell,,2008 sample,18.0,November,1964.0,Male,African,,790057.0,Formally married,27.0,,,,,,IsiZulu,,7 Nights,31 Nights,Yes,KwaZulu-Natal,Surveyed,Sisonke District Municipality,Surveyed,Sisonke (DC43),Surveyed,,,KwaZulu-Natal,Surveyed,KwaZulu-Natal,Surveyed,1994.0,KwaZulu-Natal,Sisonke District Municipality,Sisonke (DC43),,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 7 (Std. 5),Surveyed,,1975.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
1478,Successfully Interviewed,510387,317107,Yes,12th,March,2017.0,26,,,,,,722773.0,Refused but allowed a proxy,,2008 sample,10.0,January,1991.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2001.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Somewhat attentive,No other person within hearing range at any time,No,,,,Bad
